,city,number,update_time
774,sz, 29166 ,2018-09-11
775,sh, 73920 ,2018-09-11
776,hz, 21830 ,2018-09-11
777,gz, 20795 ,2018-09-11
778,wh, 42129 ,2018-09-11
779,cs, 4568 ,2018-09-11
780,cd, 50025 ,2018-09-12
781,cq, 32317 ,2018-09-12
782,bj, 48331 ,2018-09-12
783,sz, 29349 ,2018-09-12
784,sh, 73943 ,2018-09-12
785,hz, 21905 ,2018-09-12
786,gz, 20865 ,2018-09-12
787,wh, 42379 ,2018-09-12
788,cs, 4486 ,2018-09-12
789,cd, 50135 ,2018-09-13
790,cq, 32707 ,2018-09-13
791,bj, 48469 ,2018-09-13
792,sz, 29562 ,2018-09-13
793,sh, 73659 ,2018-09-13
794,hz, 22118 ,2018-09-13
795,gz, 20945 ,2018-09-13
796,wh, 42536 ,2018-09-13
797,cs, 4522 ,2018-09-13
798,cd, 50095 ,2018-09-14
799,cq, 33033 ,2018-09-14
800,bj, 48761 ,2018-09-14
801,sz, 29819 ,2018-09-14
802,sh, 73143 ,2018-09-14
803,hz, 22240 ,2018-09-14
804,gz, 20972 ,2018-09-14
805,wh, 42838 ,2018-09-14
806,cs, 4255 ,2018-09-14
807,cd, 50203 ,2018-09-15
808,cq, 33373 ,2018-09-15
809,bj, 48856 ,2018-09-15
810,sz, 30007 ,2018-09-15
811,sh, 73144 ,2018-09-15
812,hz, 22379 ,2018-09-15
813,gz, 20943 ,2018-09-15
814,wh, 43133 ,2018-09-15
815,cs, 4298 ,2018-09-15
816,cd, 50250 ,2018-09-16
817,cq, 33679 ,2018-09-16
818,bj, 48399 ,2018-09-16
819,sz, 30038 ,2018-09-16
820,sh, 73341 ,2018-09-16
821,hz, 22376 ,2018-09-16
822,gz, 20987 ,2018-09-16
823,wh, 43269 ,2018-09-16
824,cs, 4325 ,2018-09-16
825,cd, 50324 ,2018-09-17
826,cq, 34028 ,2018-09-17
827,bj, 48521 ,2018-09-17
828,sz, 29788 ,2018-09-17
829,sh, 73431 ,2018-09-17
830,hz, 22429 ,2018-09-17
831,gz, 20922 ,2018-09-17
832,wh, 43542 ,2018-09-17
833,cs, 4350 ,2018-09-17
834,cd, 50280 ,2018-09-18
835,cq, 34150 ,2018-09-18
836,bj, 48657 ,2018-09-18
837,sz, 29796 ,2018-09-18
838,sh, 73203 ,2018-09-18
839,hz, 22518 ,2018-09-18
840,gz, 21057 ,2018-09-18
841,wh, 43978 ,2018-09-18
842,cs, 4367 ,2018-09-18
843,cd, 50291 ,2018-09-19
844,cq, 34357 ,2018-09-19
845,bj, 48745 ,2018-09-19
846,sz, 29768 ,2018-09-19
847,sh, 73100 ,2018-09-19
848,hz, 22574 ,2018-09-19
849,gz, 21171 ,2018-09-19
850,wh, 44184 ,2018-09-19
851,cs, 4403 ,2018-09-19
852,cd, 50406 ,2018-09-20
853,cq, 34653 ,2018-09-20
854,bj, 49102 ,2018-09-20
855,sz, 29892 ,2018-09-20
856,sh, 72580 ,2018-09-20
857,hz, 22815 ,2018-09-20
858,gz, 21083 ,2018-09-20
859,wh, 44420 ,2018-09-20
860,cs, 4445 ,2018-09-20
861,cd, 50445 ,2018-09-21
862,cq, 34907 ,2018-09-21
863,bj, 49304 ,2018-09-21
864,sz, 29981 ,2018-09-21
865,sh, 71860 ,2018-09-21
866,hz, 22920 ,2018-09-21
867,gz, 20884 ,2018-09-21
868,wh, 44788 ,2018-09-21
869,cs, 4506 ,2018-09-21
870,cd, 50622 ,2018-09-22
871,cq, 35199 ,2018-09-22
872,bj, 49617 ,2018-09-22
873,sz, 30136 ,2018-09-22
874,sh, 71394 ,2018-09-22
875,hz, 23034 ,2018-09-22
876,gz, 20878 ,2018-09-22
877,wh, 44955 ,2018-09-22
878,cs, 4544 ,2018-09-22
879,cd, 50736 ,2018-09-23
880,cq, 35494 ,2018-09-23
881,bj, 49751 ,2018-09-23
882,sz, 30312 ,2018-09-23
883,sh, 71371 ,2018-09-23
884,hz, 23132 ,2018-09-23
885,gz, 20925 ,2018-09-23
886,wh, 45068 ,2018-09-23
887,cs, 4556 ,2018-09-23
888,cd, 50817 ,2018-09-24
889,cq, 35727 ,2018-09-24
890,bj, 49823 ,2018-09-24
891,sz, 30322 ,2018-09-24
892,sh, 71363 ,2018-09-24
893,hz, 23200 ,2018-09-24
894,gz, 21041 ,2018-09-24
895,wh, 45226 ,2018-09-24
896,cs, 4588 ,2018-09-24
897,cd, 50774 ,2018-09-25
898,cq, 35814 ,2018-09-25
899,bj, 49709 ,2018-09-25
900,sz, 29859 ,2018-09-25
901,sh, 71068 ,2018-09-25
902,hz, 23243 ,2018-09-25
903,gz, 20950 ,2018-09-25
904,wh, 45845 ,2018-09-25
905,cs, 4592 ,2018-09-25
906,cd, 50806 ,2018-09-26
907,cq, 35889 ,2018-09-26
908,bj, 49769 ,2018-09-26
909,sz, 30055 ,2018-09-26
910,sh, 71044 ,2018-09-26
911,hz, 23265 ,2018-09-26
912,gz, 21001 ,2018-09-26
913,wh, 45903 ,2018-09-26
914,cs, 5459 ,2018-09-26
915,cd, 50875 ,2018-09-27
916,cq, 36170 ,2018-09-27
917,bj, 49937 ,2018-09-27
918,sz, 30241 ,2018-09-27
919,sh, 70716 ,2018-09-27
920,hz, 23391 ,2018-09-27
921,gz, 21114 ,2018-09-27
922,wh, 46025 ,2018-09-27
923,cs, 5383 ,2018-09-27
924,cd, 51001 ,2018-09-28
925,cq, 36478 ,2018-09-28
926,bj, 50041 ,2018-09-28
927,sz, 30532 ,2018-09-28
928,sh, 70160 ,2018-09-28
929,hz, 23538 ,2018-09-28
930,gz, 21212 ,2018-09-28
931,wh, 46226 ,2018-09-28
932,cs, 5362 ,2018-09-28
933,cd, 51102 ,2018-09-29
934,cq, 36832 ,2018-09-29
935,bj, 50151 ,2018-09-29
936,sz, 30670 ,2018-09-29
937,sh, 69173 ,2018-09-29
938,hz, 23632 ,2018-09-29
939,gz, 21340 ,2018-09-29
940,wh, 46448 ,2018-09-29
941,cs, 5349 ,2018-09-29
942,cd, 51172 ,2018-09-30
943,cq, 37283 ,2018-09-30
944,bj, 50372 ,2018-09-30
945,sz, 30944 ,2018-09-30
946,sh, 68974 ,2018-09-30
947,hz, 23769 ,2018-09-30
948,gz, 21388 ,2018-09-30
949,wh, 46594 ,2018-09-30
950,cs, 5259 ,2018-09-30
951,cd, 51219 ,2018-10-01
952,cq, 37630 ,2018-10-01
953,bj, 50537 ,2018-10-01
954,sz, 31205 ,2018-10-01
955,sh, 68751 ,2018-10-01
956,hz, 23783 ,2018-10-01
957,gz, 21504 ,2018-10-01
958,wh, 46845 ,2018-10-01
959,cs, 5287 ,2018-10-01
960,cd, 51253 ,2018-10-02
961,cq, 37648 ,2018-10-02
962,bj, 50500 ,2018-10-02
963,sz, 31116 ,2018-10-02
964,sh, 68617 ,2018-10-02
965,hz, 23720 ,2018-10-02
966,gz, 21588 ,2018-10-02
967,wh, 46881 ,2018-10-02
968,cs, 5301 ,2018-10-02
969,cd, 51295 ,2018-10-03
970,cq, 37668 ,2018-10-03
971,bj, 50449 ,2018-10-03
972,sz, 30904 ,2018-10-03
973,sh, 68603 ,2018-10-03
974,hz, 23760 ,2018-10-03
975,gz, 21679 ,2018-10-03
976,wh, 47034 ,2018-10-03
977,cs, 5318 ,2018-10-03
978,cd, 51576 ,2018-10-07
979,cq, 37832 ,2018-10-07
980,bj, 50496 ,2018-10-07
981,sz, 30613 ,2018-10-07
982,sh, 69100 ,2018-10-07
983,hz, 23688 ,2018-10-07
984,gz, 21923 ,2018-10-07
985,wh, 47565 ,2018-10-07
986,cs, 5380 ,2018-10-07
987,cd, 51444 ,2018-10-08
988,cq, 37995 ,2018-10-08
989,bj, 50417 ,2018-10-08
990,sz, 30633 ,2018-10-08
991,sh, 69197 ,2018-10-08
992,hz, 23752 ,2018-10-08
993,gz, 22063 ,2018-10-08
994,wh, 47800 ,2018-10-08
995,cs, 5415 ,2018-10-08
996,cd, 51671 ,2018-10-09
997,cq, 37989 ,2018-10-09
998,bj, 50397 ,2018-10-09
999,sz, 30513 ,2018-10-09
1000,sh, 69217 ,2018-10-09
1001,hz, 23819 ,2018-10-09
1002,gz, 22087 ,2018-10-09
1003,wh, 48095 ,2018-10-09
1004,cs, 5440 ,2018-10-09
1005,cd, 51716 ,2018-10-10
1006,cq, 38238 ,2018-10-10
1007,bj, 50465 ,2018-10-10
1008,sz, 30665 ,2018-10-10
1009,sh, 69206 ,2018-10-10
1010,hz, 23898 ,2018-10-10
1011,gz, 22076 ,2018-10-10
1012,wh, 48451 ,2018-10-10
1013,cs, 5461 ,2018-10-10
1014,cd, 51825 ,2018-10-11
1015,cq, 38507 ,2018-10-11
1016,bj, 50364 ,2018-10-11
1017,sz, 31071 ,2018-10-11
1018,sh, 69188 ,2018-10-11
1019,hz, 23941 ,2018-10-11
1020,gz, 22174 ,2018-10-11
1021,wh, 48731 ,2018-10-11
1022,cs, 5487 ,2018-10-11
1023,cd, 51955 ,2018-10-12
1024,cq, 38732 ,2018-10-12
1025,bj, 50520 ,2018-10-12
1026,sz, 31410 ,2018-10-12
1027,sh, 68898 ,2018-10-12
1028,hz, 24018 ,2018-10-12
1029,gz, 22308 ,2018-10-12
1030,wh, 48959 ,2018-10-12
1031,cs, 5518 ,2018-10-12
1032,cd, 52090 ,2018-10-13
1033,cq, 38992 ,2018-10-13
1034,bj, 50639 ,2018-10-13
1035,sz, 31715 ,2018-10-13
1036,sh, 69063 ,2018-10-13
1037,hz, 24069 ,2018-10-13
1038,gz, 22431 ,2018-10-13
1039,wh, 49253 ,2018-10-13
1040,cs, 5552 ,2018-10-13
1041,cd, 52139 ,2018-10-14
1042,cq, 39257 ,2018-10-14
1043,bj, 50801 ,2018-10-14
1044,sz, 31970 ,2018-10-14
1045,sh, 69069 ,2018-10-14
1046,hz, 24119 ,2018-10-14
1047,gz, 22547 ,2018-10-14
1048,wh, 49417 ,2018-10-14
1049,cs, 5570 ,2018-10-14
1050,cd, 52372 ,2018-10-16
1051,cq, 39627 ,2018-10-16
1052,bj, 50730 ,2018-10-16
1053,sz, 31854 ,2018-10-16
1054,sh, 68943 ,2018-10-16
1055,hz, 24199 ,2018-10-16
1056,gz, 22802 ,2018-10-16
1057,wh, 49645 ,2018-10-16
1058,cs, 5653 ,2018-10-16
1059,cd, 52538 ,2018-10-17
1060,cq, 39828 ,2018-10-17
1061,bj, 50750 ,2018-10-17
1062,sz, 31964 ,2018-10-17
1063,sh, 68796 ,2018-10-17
1064,hz, 24211 ,2018-10-17
1065,gz, 22923 ,2018-10-17
1066,wh, 49817 ,2018-10-17
1067,cs, 5273 ,2018-10-17
1068,cd, 52643 ,2018-10-18
1069,cq, 40648 ,2018-10-18
1070,bj, 51060 ,2018-10-18
1071,sz, 32218 ,2018-10-18
1072,sh, 68523 ,2018-10-18
1073,hz, 24487 ,2018-10-18
1074,gz, 23354 ,2018-10-18
1075,wh, 49778 ,2018-10-18
1076,cs, 5268 ,2018-10-18
1077,cd, 52384 ,2018-10-19
1078,cq, 40634 ,2018-10-19
1079,bj, 51166 ,2018-10-19
1080,sz, 32373 ,2018-10-19
1081,sh, 67815 ,2018-10-19
1082,hz, 24646 ,2018-10-19
1083,gz, 23628 ,2018-10-19
1084,wh, 49762 ,2018-10-19
1085,cs, 5294 ,2018-10-19
1086,cd, 52594 ,2018-10-20
1087,cq, 40981 ,2018-10-20
1088,bj, 51428 ,2018-10-20
1089,sz, 32426 ,2018-10-20
1090,sh, 67257 ,2018-10-20
1091,hz, 24719 ,2018-10-20
1092,gz, 23850 ,2018-10-20
1093,wh, 50034 ,2018-10-20
1094,cs, 5324 ,2018-10-20
1095,cd, 52721 ,2018-10-21
1096,cq, 41239 ,2018-10-21
1097,bj, 51540 ,2018-10-21
1098,sz, 32481 ,2018-10-21
1099,sh, 67183 ,2018-10-21
1100,hz, 24800 ,2018-10-21
1101,gz, 24186 ,2018-10-21
1102,wh, 50288 ,2018-10-21
1103,cs, 5373 ,2018-10-21
1104,cd, 52964 ,2018-10-22
1105,cq, 41607 ,2018-10-22
1106,bj, 51535 ,2018-10-22
1107,sz, 32545 ,2018-10-22
1108,sh, 67119 ,2018-10-22
1109,hz, 24855 ,2018-10-22
1110,gz, 24389 ,2018-10-22
1111,wh, 50505 ,2018-10-22
1112,cs, 5418 ,2018-10-22
1113,cd, 52926 ,2018-10-23
1114,cq, 41714 ,2018-10-23
1115,bj, 51586 ,2018-10-23
1116,sz, 32372 ,2018-10-23
1117,sh, 66636 ,2018-10-23
1118,hz, 24898 ,2018-10-23
1119,gz, 24514 ,2018-10-23
1120,wh, 50660 ,2018-10-23
1121,cs, 5441 ,2018-10-23
1122,cd, 53074 ,2018-10-24
1123,cq, 41904 ,2018-10-24
1124,bj, 51690 ,2018-10-24
1125,sz, 32732 ,2018-10-24
1126,sh, 66546 ,2018-10-24
1127,hz, 24957 ,2018-10-24
1128,gz, 24815 ,2018-10-24
1129,wh, 50810 ,2018-10-24
1130,cs, 5449 ,2018-10-24
1131,cd, 53210 ,2018-10-25
1132,cq, 42089 ,2018-10-25
1133,bj, 51884 ,2018-10-25
1134,sz, 33148 ,2018-10-25
1135,sh, 66372 ,2018-10-25
1136,hz, 25195 ,2018-10-25
1137,gz, 25171 ,2018-10-25
1138,wh, 50993 ,2018-10-25
1139,cs, 5505 ,2018-10-25
1140,cd, 53261 ,2018-10-26
1141,cq, 42284 ,2018-10-26
1142,bj, 51991 ,2018-10-26
1143,sz, 33308 ,2018-10-26
1144,sh, 66254 ,2018-10-26
1145,hz, 25273 ,2018-10-26
1146,gz, 25420 ,2018-10-26
1147,wh, 51089 ,2018-10-26
1148,cs, 5535 ,2018-10-26
1149,cd, 53414 ,2018-10-27
1150,cq, 42467 ,2018-10-27
1151,bj, 52106 ,2018-10-27
1152,sz, 33524 ,2018-10-27
1153,sh, 65634 ,2018-10-27
1154,hz, 25390 ,2018-10-27
1155,gz, 25619 ,2018-10-27
1156,wh, 51132 ,2018-10-27
1157,cs, 5575 ,2018-10-27
1158,cd, 53487 ,2018-10-28
1159,cq, 42684 ,2018-10-28
1160,bj, 52070 ,2018-10-28
1161,sz, 33625 ,2018-10-28
1162,sh, 65614 ,2018-10-28
1163,hz, 25444 ,2018-10-28
1164,gz, 25811 ,2018-10-28
1165,wh, 51219 ,2018-10-28
1166,cs, 5624 ,2018-10-28
1167,cd, 53537 ,2018-10-29
1168,cq, 42825 ,2018-10-29
1169,bj, 51789 ,2018-10-29
1170,sz, 33685 ,2018-10-29
1171,sh, 65370 ,2018-10-29
1172,hz, 25437 ,2018-10-29
1173,gz, 25912 ,2018-10-29
1174,wh, 51378 ,2018-10-29
1175,cs, 5650 ,2018-10-29
1176,cd, 53571 ,2018-10-31
1177,cq, 43071 ,2018-10-31
1178,bj, 51801 ,2018-10-31
1179,sz, 33875 ,2018-10-31
1180,sh, 64643 ,2018-10-31
1181,hz, 25379 ,2018-10-31
1182,gz, 26178 ,2018-10-31
1183,wh, 53570 ,2018-10-31
1184,cs, 5708 ,2018-10-31
1185,cd, 53671 ,2018-11-01
1186,cq, 43502 ,2018-11-01
1187,bj, 51913 ,2018-11-01
1188,sz, 33819 ,2018-11-01
1189,sh, 63631 ,2018-11-01
1190,hz, 25606 ,2018-11-01
1191,gz, 26350 ,2018-11-01
1192,wh, 53725 ,2018-11-01
1193,cs, 5735 ,2018-11-01
1194,cd, 53782 ,2018-11-02
1195,cq, 42684 ,2018-11-02
1196,bj, 51832 ,2018-11-02
1197,sz, 33957 ,2018-11-02
1198,sh, 63165 ,2018-11-02
1199,hz, 25640 ,2018-11-02
1200,gz, 26500 ,2018-11-02
1201,wh, 53786 ,2018-11-02
1202,cs, 5785 ,2018-11-02
1203,cd, 53968 ,2018-11-03
1204,cq, 42695 ,2018-11-03
1205,bj, 51775 ,2018-11-03
1206,sz, 34162 ,2018-11-03
1207,sh, 62986 ,2018-11-03
1208,hz, 25682 ,2018-11-03
1209,gz, 26536 ,2018-11-03
1210,wh, 53652 ,2018-11-03
1211,cs, 5816 ,2018-11-03
1212,cd, 54145 ,2018-11-04
1213,cq, 42884 ,2018-11-04
1214,bj, 51778 ,2018-11-04
1215,sz, 34357 ,2018-11-04
1216,sh, 62895 ,2018-11-04
1217,hz, 25738 ,2018-11-04
1218,gz, 26668 ,2018-11-04
1219,wh, 53764 ,2018-11-04
1220,cs, 5838 ,2018-11-04
1221,cd, 54205 ,2018-11-05
1222,cq, 42876 ,2018-11-05
1223,bj, 51677 ,2018-11-05
1224,sz, 34304 ,2018-11-05
1225,sh, 62601 ,2018-11-05
1226,hz, 25814 ,2018-11-05
1227,gz, 26807 ,2018-11-05
1228,wh, 53948 ,2018-11-05
1229,cs, 5882 ,2018-11-05
1230,cd, 54324 ,2018-11-06
1231,cq, 42762 ,2018-11-06
1232,bj, 51599 ,2018-11-06
1233,sz, 34041 ,2018-11-06
1234,sh, 61829 ,2018-11-06
1235,hz, 25788 ,2018-11-06
1236,gz, 26817 ,2018-11-06
1237,wh, 54126 ,2018-11-06
1238,cs, 5920 ,2018-11-06
1239,cd, 54429 ,2018-11-07
1240,cq, 43053 ,2018-11-07
1241,bj, 51560 ,2018-11-07
1242,sz, 34095 ,2018-11-07
1243,sh, 61615 ,2018-11-07
1244,hz, 25754 ,2018-11-07
1245,gz, 27068 ,2018-11-07
1246,wh, 54226 ,2018-11-07
1247,cs, 5936 ,2018-11-07
1248,cd, 54608 ,2018-11-08
1249,cq, 43269 ,2018-11-08
1250,bj, 51579 ,2018-11-08
1251,sz, 34278 ,2018-11-08
1252,sh, 61286 ,2018-11-08
1253,hz, 25913 ,2018-11-08
1254,gz, 27178 ,2018-11-08
1255,wh, 54192 ,2018-11-08
1256,cs, 5969 ,2018-11-08
1257,cd, 54876 ,2018-11-09
1258,cq, 43088 ,2018-11-09
1259,bj, 51593 ,2018-11-09
1260,sz, 34608 ,2018-11-09
1261,sh, 60581 ,2018-11-09
1262,hz, 25930 ,2018-11-09
1263,gz, 27309 ,2018-11-09
1264,wh, 53177 ,2018-11-09
1265,cs, 6015 ,2018-11-09
1266,cd, 54617 ,2018-11-10
1267,cq, 43301 ,2018-11-10
1268,bj, 51742 ,2018-11-10
1269,sz, 34740 ,2018-11-10
1270,sh, 59874 ,2018-11-10
1271,hz, 25831 ,2018-11-10
1272,gz, 27409 ,2018-11-10
1273,wh, 52823 ,2018-11-10
1274,cs, 6028 ,2018-11-10
1275,cd, 54978 ,2018-11-11
1276,cq, 43463 ,2018-11-11
1277,bj, 51865 ,2018-11-11
1278,sz, 34790 ,2018-11-11
1279,sh, 59660 ,2018-11-11
1280,hz, 25783 ,2018-11-11
1281,gz, 27494 ,2018-11-11
1282,wh, 52753 ,2018-11-11
1283,cs, 6080 ,2018-11-11
1284,cd, 55220 ,2018-11-13
1285,cq, 43587 ,2018-11-13
1286,bj, 51788 ,2018-11-13
1287,sz, 34366 ,2018-11-13
1288,sh, 58660 ,2018-11-13
1289,hz, 25745 ,2018-11-13
1290,gz, 27657 ,2018-11-13
1291,wh, 50822 ,2018-11-13
1292,cs, 6131 ,2018-11-13
1293,cd, 55748 ,2018-11-14
1294,cq, 43830 ,2018-11-14
1295,bj, 51815 ,2018-11-14
1296,sz, 34918 ,2018-11-14
1297,sh, 58112 ,2018-11-14
1298,hz, 25884 ,2018-11-14
1299,gz, 27958 ,2018-11-14
1300,wh, 48743 ,2018-11-14
1301,cs, 6194 ,2018-11-14
1302,cd, 55737 ,2018-11-15
1303,cq, 43685 ,2018-11-15
1304,bj, 51910 ,2018-11-15
1305,sz, 35109 ,2018-11-15
1306,sh, 58014 ,2018-11-15
1307,hz, 25783 ,2018-11-15
1308,gz, 28043 ,2018-11-15
1309,wh, 48104 ,2018-11-15
1310,cs, 6019 ,2018-11-15
1311,cd, 56006 ,2018-11-16
1312,cq, 43937 ,2018-11-16
1313,bj, 52067 ,2018-11-16
1314,sz, 35455 ,2018-11-16
1315,sh, 57656 ,2018-11-16
1316,hz, 26222 ,2018-11-16
1317,gz, 28408 ,2018-11-16
1318,wh, 46965 ,2018-11-16
1319,cs, 6167 ,2018-11-16
1320,cd, 56248 ,2018-11-17
1321,cq, 44278 ,2018-11-17
1322,bj, 52186 ,2018-11-17
1323,sz, 35491 ,2018-11-17
1324,sh, 57836 ,2018-11-17
1325,hz, 26327 ,2018-11-17
1326,gz, 28572 ,2018-11-17
1327,wh, 46640 ,2018-11-17
1328,cs, 6208 ,2018-11-17
1329,cd, 56468 ,2018-11-19
1330,cq, 44425 ,2018-11-19
1331,bj, 52134 ,2018-11-19
1332,sz, 35585 ,2018-11-19
1333,sh, 57683 ,2018-11-19
1334,hz, 26316 ,2018-11-19
1335,gz, 28750 ,2018-11-19
1336,wh, 46572 ,2018-11-19
1337,cs, 6261 ,2018-11-19
1338,cd, 56434 ,2018-11-20
1339,cq, 44387 ,2018-11-20
1340,bj, 52173 ,2018-11-20
1341,sz, 35456 ,2018-11-20
1342,sh, 57423 ,2018-11-20
1343,hz, 26238 ,2018-11-20
1344,gz, 28780 ,2018-11-20
1345,wh, 46387 ,2018-11-20
1346,cs, 6256 ,2018-11-20
1347,cd, 56505 ,2018-11-21
1348,cq, 44415 ,2018-11-21
1349,bj, 52172 ,2018-11-21
1350,sz, 35511 ,2018-11-21
1351,sh, 57291 ,2018-11-21
1352,hz, 26202 ,2018-11-21
1353,gz, 28885 ,2018-11-21
1354,wh, 46470 ,2018-11-21
1355,cs, 6298 ,2018-11-21
1356,cd, 56640 ,2018-11-22
1357,cq, 44527 ,2018-11-22
1358,bj, 52340 ,2018-11-22
1359,sz, 35622 ,2018-11-22
1360,sh, 56894 ,2018-11-22
1361,hz, 26259 ,2018-11-22
1362,gz, 28958 ,2018-11-22
1363,wh, 46571 ,2018-11-22
1364,cs, 6325 ,2018-11-22
1365,cd, 56847 ,2018-11-23
1366,cq, 44513 ,2018-11-23
1367,bj, 52417 ,2018-11-23
1368,sz, 35713 ,2018-11-23
1369,sh, 56627 ,2018-11-23
1370,hz, 26264 ,2018-11-23
1371,gz, 29066 ,2018-11-23
1372,wh, 46745 ,2018-11-23
1373,cs, 6347 ,2018-11-23
1374,cd, 56994 ,2018-11-24
1375,cq, 44815 ,2018-11-24
1376,bj, 52619 ,2018-11-24
1377,sz, 35860 ,2018-11-24
1378,sh, 56424 ,2018-11-24
1379,hz, 26492 ,2018-11-24
1380,gz, 29264 ,2018-11-24
1381,wh, 46960 ,2018-11-24
1382,cs, 6390 ,2018-11-24
1383,cd, 56887 ,2018-11-25
1384,cq, 44816 ,2018-11-25
1385,bj, 52671 ,2018-11-25
1386,sz, 35724 ,2018-11-25
1387,sh, 56172 ,2018-11-25
1388,hz, 26430 ,2018-11-25
1389,gz, 29380 ,2018-11-25
1390,wh, 47047 ,2018-11-25
1391,cs, 6429 ,2018-11-25
1392,cd, 57019 ,2018-11-26
1393,cq, 45022 ,2018-11-26
1394,bj, 52610 ,2018-11-26
1395,sz, 35931 ,2018-11-26
1396,sh, 56106 ,2018-11-26
1397,hz, 26474 ,2018-11-26
1398,gz, 29442 ,2018-11-26
1399,wh, 47259 ,2018-11-26
1400,cs, 6459 ,2018-11-26
1401,cd, 56968 ,2018-11-27
1402,cq, 45076 ,2018-11-27
1403,bj, 52580 ,2018-11-27
1404,sz, 35783 ,2018-11-27
1405,sh, 55386 ,2018-11-27
1406,hz, 26441 ,2018-11-27
1407,gz, 29464 ,2018-11-27
1408,wh, 47174 ,2018-11-27
1409,cs, 6481 ,2018-11-27
1410,cd, 57093 ,2018-11-28
1411,cq, 45301 ,2018-11-28
1412,bj, 52613 ,2018-11-28
1413,sz, 35891 ,2018-11-28
1414,sh, 55288 ,2018-11-28
1415,hz, 26484 ,2018-11-28
1416,gz, 29633 ,2018-11-28
1417,wh, 47489 ,2018-11-28
1418,cs, 6516 ,2018-11-28
1419,cd, 57512 ,2018-11-29
1420,cq, 45623 ,2018-11-29
1421,bj, 52843 ,2018-11-29
1422,sz, 36116 ,2018-11-29
1423,sh, 55071 ,2018-11-29
1424,hz, 26505 ,2018-11-29
1425,gz, 29709 ,2018-11-29
1426,wh, 47609 ,2018-11-29
1427,cs, 6546 ,2018-11-29
1428,cd, 57830 ,2018-11-30
1429,cq, 45915 ,2018-11-30
1430,bj, 53068 ,2018-11-30
1431,sz, 36323 ,2018-11-30
1432,sh, 54872 ,2018-11-30
1433,hz, 26534 ,2018-11-30
1434,gz, 29759 ,2018-11-30
1435,wh, 47694 ,2018-11-30
1436,cs, 6574 ,2018-11-30
1437,cd, 58002 ,2018-12-01
1438,cq, 46081 ,2018-12-01
1439,bj, 53153 ,2018-12-01
1440,sz, 36461 ,2018-12-01
1441,sh, 54668 ,2018-12-01
1442,hz, 26573 ,2018-12-01
1443,gz, 29801 ,2018-12-01
1444,wh, 47812 ,2018-12-01
1445,cs, 6583 ,2018-12-01
1446,cd, 58144 ,2018-12-02
1447,cq, 46201 ,2018-12-02
1448,bj, 53171 ,2018-12-02
1449,sz, 36563 ,2018-12-02
1450,sh, 54673 ,2018-12-02
1451,hz, 26551 ,2018-12-02
1452,gz, 29920 ,2018-12-02
1453,wh, 47978 ,2018-12-02
1454,cs, 6596 ,2018-12-02
1455,cd, 57859 ,2018-12-03
1456,cq, 46163 ,2018-12-03
1457,bj, 53049 ,2018-12-03
1458,sz, 36365 ,2018-12-03
1459,sh, 54201 ,2018-12-03
1460,hz, 26523 ,2018-12-03
1461,gz, 29966 ,2018-12-03
1462,wh, 48294 ,2018-12-03
1463,cs, 6636 ,2018-12-03
1464,cd, 57859 ,2018-12-04
1465,cq, 46166 ,2018-12-04
1466,bj, 53044 ,2018-12-04
1467,sz, 36365 ,2018-12-04
1468,sh, 54198 ,2018-12-04
1469,hz, 26523 ,2018-12-04
1470,gz, 29965 ,2018-12-04
1471,wh, 48292 ,2018-12-04
1472,cs, 6636 ,2018-12-04
1473,cd, 57940 ,2018-12-05
1474,cq, 46242 ,2018-12-05
1475,bj, 53089 ,2018-12-05
1476,sz, 36317 ,2018-12-05
1477,sh, 53908 ,2018-12-05
1478,hz, 26456 ,2018-12-05
1479,gz, 29631 ,2018-12-05
1480,wh, 48580 ,2018-12-05
1481,cs, 6663 ,2018-12-05
1482,cd, 57957 ,2018-12-06
1483,cq, 45726 ,2018-12-06
1484,bj, 53301 ,2018-12-06
1485,sz, 35994 ,2018-12-06
1486,sh, 53823 ,2018-12-06
1487,hz, 26073 ,2018-12-06
1488,gz, 29623 ,2018-12-06
1489,wh, 48520 ,2018-12-06
1490,cs, 6608 ,2018-12-06
1491,cd, 58344 ,2018-12-07
1492,cq, 46373 ,2018-12-07
1493,bj, 53571 ,2018-12-07
1494,sz, 36654 ,2018-12-07
1495,sh, 54215 ,2018-12-07
1496,hz, 26725 ,2018-12-07
1497,gz, 30188 ,2018-12-07
1498,wh, 48897 ,2018-12-07
1499,cs, 6629 ,2018-12-07
1500,cd, 58490 ,2018-12-08
1501,cq, 46690 ,2018-12-08
1502,bj, 53721 ,2018-12-08
1503,sz, 36655 ,2018-12-08
1504,sh, 54265 ,2018-12-08
1505,hz, 26744 ,2018-12-08
1506,gz, 30296 ,2018-12-08
1507,wh, 48789 ,2018-12-08
1508,cs, 6678 ,2018-12-08
1509,cd, 58577 ,2018-12-09
1510,cq, 46919 ,2018-12-09
1511,bj, 53775 ,2018-12-09
1512,sz, 36807 ,2018-12-09
1513,sh, 54281 ,2018-12-09
1514,hz, 26701 ,2018-12-09
1515,gz, 30393 ,2018-12-09
1516,wh, 48832 ,2018-12-09
1517,cs, 6693 ,2018-12-09
1518,cd, 58606 ,2018-12-10
1519,cq, 47102 ,2018-12-10
1520,bj, 53768 ,2018-12-10
1521,sz, 36738 ,2018-12-10
