,city,number,update_time
6245,gz, 64930 ,2020-03-25
6246,hz, 60071 ,2020-03-25
6247,lf, 18548 ,2020-03-25
6248,xm, 26729 ,2020-03-25
6249,zz, 98380 ,2020-03-25
6250,hf, 61338 ,2020-03-25
6251,nj, 78299 ,2020-03-25
6252,cs, 24900 ,2020-03-25
6253,cd, 131788 ,2020-03-26
6254,wh, 38704 ,2020-03-26
6255,cq, 142128 ,2020-03-26
6256,bj, 89181 ,2020-03-26
6257,sz, 37599 ,2020-03-26
6258,sh, 59928 ,2020-03-26
6259,gz, 65011 ,2020-03-26
6260,hz, 60475 ,2020-03-26
6261,lf, 18623 ,2020-03-26
6262,xm, 26830 ,2020-03-26
6263,zz, 99762 ,2020-03-26
6264,hf, 61701 ,2020-03-26
6265,nj, 78554 ,2020-03-26
6266,cs, 26065 ,2020-03-26
6267,cd, 132027 ,2020-03-28
6268,wh, 38731 ,2020-03-28
6269,cq, 142266 ,2020-03-28
6270,bj, 89278 ,2020-03-28
6271,sz, 38024 ,2020-03-28
6272,sh, 60097 ,2020-03-28
6273,gz, 65302 ,2020-03-28
6274,hz, 61136 ,2020-03-28
6275,lf, 18714 ,2020-03-28
6276,xm, 26965 ,2020-03-28
6277,zz, 100745 ,2020-03-28
6278,hf, 62110 ,2020-03-28
6279,nj, 78953 ,2020-03-28
6280,cs, 26324 ,2020-03-28
6281,cd, 133106 ,2020-03-29
6282,wh, 38660 ,2020-03-29
6283,cq, 142962 ,2020-03-29
6284,bj, 89229 ,2020-03-29
6285,sz, 38323 ,2020-03-29
6286,sh, 60133 ,2020-03-29
6287,gz, 65384 ,2020-03-29
6288,hz, 60193 ,2020-03-29
6289,lf, 18777 ,2020-03-29
6290,xm, 27084 ,2020-03-29
6291,zz, 101168 ,2020-03-29
6292,hf, 62388 ,2020-03-29
6293,nj, 79378 ,2020-03-29
6294,cs, 26577 ,2020-03-29
6295,cd, 133132 ,2020-03-30
6296,wh, 38673 ,2020-03-30
6297,cq, 143030 ,2020-03-30
6298,bj, 89131 ,2020-03-30
6299,sz, 38185 ,2020-03-30
6300,sh, 59933 ,2020-03-30
6301,gz, 65493 ,2020-03-30
6302,hz, 60487 ,2020-03-30
6303,lf, 18815 ,2020-03-30
6304,xm, 27109 ,2020-03-30
6305,zz, 101265 ,2020-03-30
6306,hf, 62533 ,2020-03-30
6307,nj, 79491 ,2020-03-30
6308,cs, 26648 ,2020-03-30
6309,cd, 133053 ,2020-04-01
6310,wh, 38717 ,2020-04-01
6311,cq, 143897 ,2020-04-01
6312,bj, 89157 ,2020-04-01
6313,sz, 38444 ,2020-04-01
6314,sh, 59756 ,2020-04-01
6315,gz, 65625 ,2020-04-01
6316,hz, 61761 ,2020-04-01
6317,lf, 18927 ,2020-04-01
6318,xm, 27217 ,2020-04-01
6319,zz, 100750 ,2020-04-01
6320,hf, 62330 ,2020-04-01
6321,nj, 80131 ,2020-04-01
6322,cs, 26413 ,2020-04-01
6323,cd, 133726 ,2020-04-03
6324,wh, 38807 ,2020-04-03
6325,cq, 144349 ,2020-04-03
6326,bj, 89320 ,2020-04-03
6327,sz, 39346 ,2020-04-03
6328,sh, 60073 ,2020-04-03
6329,gz, 65951 ,2020-04-03
6330,hz, 62263 ,2020-04-03
6331,lf, 19105 ,2020-04-03
6332,xm, 27403 ,2020-04-03
6333,zz, 101968 ,2020-04-03
6334,hf, 62294 ,2020-04-03
6335,nj, 80469 ,2020-04-03
6336,cs, 27017 ,2020-04-03
6337,cd, 134312 ,2020-04-07
6338,wh, 39252 ,2020-04-07
6339,cq, 144759 ,2020-04-07
6340,bj, 88940 ,2020-04-07
6341,sz, 39363 ,2020-04-07
6342,sh, 60136 ,2020-04-07
6343,gz, 66392 ,2020-04-07
6344,hz, 61812 ,2020-04-07
6345,lf, 19366 ,2020-04-07
6346,xm, 27538 ,2020-04-07
6347,zz, 103259 ,2020-04-07
6348,hf, 62062 ,2020-04-07
6349,nj, 80644 ,2020-04-07
6350,cs, 27550 ,2020-04-07
6351,cd, 134240 ,2020-04-10
6352,wh, 40757 ,2020-04-10
6353,cq, 146160 ,2020-04-10
6354,bj, 89221 ,2020-04-10
6355,sz, 40011 ,2020-04-10
6356,sh, 60489 ,2020-04-10
6357,gz, 66900 ,2020-04-10
6358,hz, 63061 ,2020-04-10
6359,lf, 19226 ,2020-04-10
6360,xm, 27695 ,2020-04-10
6361,zz, 103944 ,2020-04-10
6362,hf, 62963 ,2020-04-10
6363,nj, 81508 ,2020-04-10
6364,cs, 28100 ,2020-04-10
6365,cd, 135318 ,2020-04-12
6366,wh, 41443 ,2020-04-12
6367,cq, 146697 ,2020-04-12
6368,bj, 89025 ,2020-04-12
6369,sz, 40044 ,2020-04-12
6370,sh, 60340 ,2020-04-12
6371,gz, 67232 ,2020-04-12
6372,hz, 63086 ,2020-04-12
6373,lf, 19540 ,2020-04-12
6374,xm, 27765 ,2020-04-12
6375,zz, 104648 ,2020-04-12
6376,hf, 62768 ,2020-04-12
6377,nj, 81835 ,2020-04-12
6378,cs, 28297 ,2020-04-12
6379,cd, 135312 ,2020-04-13
6380,wh, 42448 ,2020-04-13
6381,cq, 147040 ,2020-04-13
6382,bj, 88792 ,2020-04-13
6383,sz, 40302 ,2020-04-13
6384,sh, 60142 ,2020-04-13
6385,gz, 67306 ,2020-04-13
6386,hz, 62945 ,2020-04-13
6387,lf, 19636 ,2020-04-13
6388,xm, 27857 ,2020-04-13
6389,zz, 104270 ,2020-04-13
6390,hf, 63170 ,2020-04-13
6391,nj, 82099 ,2020-04-13
6392,cs, 28533 ,2020-04-13
6393,cd, 136100 ,2020-04-18
6394,wh, 46353 ,2020-04-18
6395,cq, 144619 ,2020-04-18
6396,bj, 89267 ,2020-04-18
6397,sz, 41489 ,2020-04-18
6398,sh, 60299 ,2020-04-18
6399,gz, 68242 ,2020-04-18
6400,hz, 64258 ,2020-04-18
6401,lf, 20014 ,2020-04-18
6402,xm, 28308 ,2020-04-18
6403,zz, 106204 ,2020-04-18
6404,hf, 63713 ,2020-04-18
6405,nj, 83460 ,2020-04-18
6406,cs, 28776 ,2020-04-18
6407,cd, 136435 ,2020-04-19
6408,wh, 47165 ,2020-04-19
6409,cq, 145137 ,2020-04-19
6410,bj, 89176 ,2020-04-19
6411,sz, 41479 ,2020-04-19
6412,sh, 60319 ,2020-04-19
6413,gz, 68490 ,2020-04-19
6414,hz, 63607 ,2020-04-19
6415,lf, 20109 ,2020-04-19
6416,xm, 28371 ,2020-04-19
6417,zz, 106776 ,2020-04-19
6418,hf, 63944 ,2020-04-19
6419,nj, 83648 ,2020-04-19
6420,cs, 28932 ,2020-04-19
6421,cd, 136464 ,2020-04-23
6422,wh, 51352 ,2020-04-23
6423,cq, 145575 ,2020-04-23
6424,bj, 89386 ,2020-04-23
6425,sz, 42464 ,2020-04-23
6426,sh, 60001 ,2020-04-23
6427,gz, 68990 ,2020-04-23
6428,hz, 65013 ,2020-04-23
6429,lf, 20335 ,2020-04-23
6430,xm, 28557 ,2020-04-23
6431,zz, 107588 ,2020-04-23
6432,hf, 64852 ,2020-04-23
6433,nj, 84665 ,2020-04-23
6434,cs, 29065 ,2020-04-23
6435,cd, 136977 ,2020-04-25
6436,wh, 52792 ,2020-04-25
6437,cq, 146992 ,2020-04-25
6438,bj, 89412 ,2020-04-25
6439,sz, 42615 ,2020-04-25
6440,sh, 59497 ,2020-04-25
6441,gz, 69263 ,2020-04-25
6442,hz, 64997 ,2020-04-25
6443,lf, 20552 ,2020-04-25
6444,xm, 28625 ,2020-04-25
6445,zz, 107540 ,2020-04-25
6446,hf, 64671 ,2020-04-25
6447,nj, 85121 ,2020-04-25
6448,cs, 29327 ,2020-04-25
6449,cd, 136153 ,2020-04-29
6450,wh, 55205 ,2020-04-29
6451,cq, 148392 ,2020-04-29
6452,bj, 89296 ,2020-04-29
6453,sz, 41828 ,2020-04-29
6454,sh, 59804 ,2020-04-29
6455,gz, 69648 ,2020-04-29
6456,hz, 65495 ,2020-04-29
6457,lf, 20752 ,2020-04-29
6458,xm, 28696 ,2020-04-29
6459,zz, 107715 ,2020-04-29
6460,hf, 65349 ,2020-04-29
6461,nj, 85539 ,2020-04-29
6462,cs, 29193 ,2020-04-29
6463,cd, 137223 ,2020-05-01
6464,wh, 56415 ,2020-05-01
6465,cq, 148553 ,2020-05-01
6466,bj, 89674 ,2020-05-01
6467,sz, 43408 ,2020-05-01
6468,sh, 59980 ,2020-05-01
6469,gz, 70066 ,2020-05-01
6470,hz, 65487 ,2020-05-01
6471,lf, 20962 ,2020-05-01
6472,xm, 28889 ,2020-05-01
6473,zz, 102039 ,2020-05-01
6474,hf, 65037 ,2020-05-01
6475,nj, 85987 ,2020-05-01
6476,cs, 29709 ,2020-05-01
6477,cd, 137799 ,2020-05-04
6478,wh, 57401 ,2020-05-04
6479,cq, 149104 ,2020-05-04
6480,bj, 89793 ,2020-05-04
6481,sz, 43442 ,2020-05-04
6482,sh, 60077 ,2020-05-04
6483,gz, 70438 ,2020-05-04
6484,hz, 65576 ,2020-05-04
6485,lf, 21194 ,2020-05-04
6486,xm, 28989 ,2020-05-04
6487,zz, 102677 ,2020-05-04
6488,hf, 65099 ,2020-05-04
6489,nj, 86389 ,2020-05-04
6490,cs, 30043 ,2020-05-04
6491,cd, 137932 ,2020-05-05
6492,wh, 57875 ,2020-05-05
6493,cq, 149316 ,2020-05-05
6494,bj, 89691 ,2020-05-05
6495,sz, 43544 ,2020-05-05
6496,sh, 60166 ,2020-05-05
6497,gz, 70562 ,2020-05-05
6498,hz, 65310 ,2020-05-05
6499,lf, 21307 ,2020-05-05
6500,xm, 29033 ,2020-05-05
6501,zz, 103477 ,2020-05-05
6502,hf, 65277 ,2020-05-05
6503,nj, 86496 ,2020-05-05
6504,cs, 30202 ,2020-05-05
6505,cd, 138040 ,2020-05-07
6506,wh, 58779 ,2020-05-07
6507,cq, 149663 ,2020-05-07
6508,bj, 89571 ,2020-05-07
6509,sz, 43518 ,2020-05-07
6510,sh, 59982 ,2020-05-07
6511,gz, 70443 ,2020-05-07
6512,hz, 65519 ,2020-05-07
6513,lf, 21474 ,2020-05-07
6514,xm, 29099 ,2020-05-07
6515,zz, 103991 ,2020-05-07
6516,hf, 65940 ,2020-05-07
6517,nj, 86768 ,2020-05-07
6518,cs, 30443 ,2020-05-07
6519,cd, 138174 ,2020-05-08
6520,wh, 59355 ,2020-05-08
6521,cq, 149870 ,2020-05-08
6522,bj, 89863 ,2020-05-08
6523,sz, 43837 ,2020-05-08
6524,sh, 60061 ,2020-05-08
6525,gz, 71175 ,2020-05-08
6526,hz, 65456 ,2020-05-08
6527,lf, 21592 ,2020-05-08
6528,xm, 29170 ,2020-05-08
6529,zz, 103556 ,2020-05-08
6530,hf, 65285 ,2020-05-08
6531,nj, 86991 ,2020-05-08
6532,cs, 30598 ,2020-05-08
6533,cd, 138408 ,2020-05-10
6534,wh, 60528 ,2020-05-10
6535,cq, 150440 ,2020-05-10
6536,bj, 90456 ,2020-05-10
6537,sz, 44331 ,2020-05-10
6538,sh, 60308 ,2020-05-10
6539,gz, 71488 ,2020-05-10
6540,hz, 66558 ,2020-05-10
6541,lf, 21872 ,2020-05-10
6542,xm, 29278 ,2020-05-10
6543,zz, 104846 ,2020-05-10
6544,hf, 66079 ,2020-05-10
6545,nj, 87501 ,2020-05-10
6546,cs, 30928 ,2020-05-10
6547,cd, 139841 ,2020-05-16
6548,wh, 63684 ,2020-05-16
6549,cq, 151677 ,2020-05-16
6550,bj, 91343 ,2020-05-16
6551,sz, 43551 ,2020-05-16
6552,sh, 60294 ,2020-05-16
6553,gz, 72241 ,2020-05-16
6554,hz, 68346 ,2020-05-16
6555,lf, 22344 ,2020-05-16
6556,xm, 29538 ,2020-05-16
6557,zz, 105785 ,2020-05-16
6558,hf, 67075 ,2020-05-16
6559,nj, 88293 ,2020-05-16
6560,cs, 31078 ,2020-05-16
6561,cd, 140015 ,2020-05-24
6562,wh, 67321 ,2020-05-24
6563,cq, 151214 ,2020-05-24
6564,bj, 91926 ,2020-05-24
6565,sz, 43669 ,2020-05-24
6566,sh, 60285 ,2020-05-24
6567,gz, 72827 ,2020-05-24
6568,hz, 68345 ,2020-05-24
6569,lf, 22838 ,2020-05-24
6570,xm, 29729 ,2020-05-24
6571,zz, 106875 ,2020-05-24
6572,hf, 68077 ,2020-05-24
6573,nj, 89360 ,2020-05-24
6574,cs, 31677 ,2020-05-24
6575,cd, 137272 ,2020-05-26
6576,wh, 67087 ,2020-05-26
6577,cq, 151356 ,2020-05-26
6578,bj, 91793 ,2020-05-26
6579,sz, 43358 ,2020-05-26
6580,sh, 58352 ,2020-05-26
6581,gz, 72583 ,2020-05-26
6582,hz, 68477 ,2020-05-26
6583,lf, 22910 ,2020-05-26
6584,xm, 29697 ,2020-05-26
6585,zz, 107041 ,2020-05-26
6586,hf, 67958 ,2020-05-26
6587,nj, 89081 ,2020-05-26
6588,cs, 29838 ,2020-05-26
6589,cd, 137556 ,2020-05-28
6590,wh, 68735 ,2020-05-28
6591,cq, 151299 ,2020-05-28
6592,bj, 92128 ,2020-05-28
6593,sz, 43463 ,2020-05-28
6594,sh, 58765 ,2020-05-28
6595,gz, 73061 ,2020-05-28
6596,hz, 69350 ,2020-05-28
6597,lf, 23214 ,2020-05-28
6598,xm, 29846 ,2020-05-28
6599,zz, 107341 ,2020-05-28
6600,hf, 68767 ,2020-05-28
6601,nj, 89531 ,2020-05-28
6602,cs, 31716 ,2020-05-28
6603,cd, 137698 ,2020-05-29
6604,wh, 69427 ,2020-05-29
6605,cq, 151696 ,2020-05-29
6606,bj, 92625 ,2020-05-29
6607,sz, 43827 ,2020-05-29
6608,sh, 59165 ,2020-05-29
6609,gz, 73130 ,2020-05-29
6610,hz, 69749 ,2020-05-29
6611,lf, 23304 ,2020-05-29
6612,xm, 29894 ,2020-05-29
6613,zz, 107607 ,2020-05-29
6614,hf, 68801 ,2020-05-29
6615,nj, 89900 ,2020-05-29
6616,cs, 31771 ,2020-05-29
6617,cd, 137622 ,2020-06-01
6618,wh, 69937 ,2020-06-01
6619,cq, 152083 ,2020-06-01
6620,bj, 92362 ,2020-06-01
6621,sz, 43283 ,2020-06-01
6622,sh, 58959 ,2020-06-01
6623,gz, 72834 ,2020-06-01
6624,hz, 69682 ,2020-06-01
6625,lf, 23555 ,2020-06-01
6626,xm, 29867 ,2020-06-01
6627,zz, 107969 ,2020-06-01
6628,hf, 69193 ,2020-06-01
6629,nj, 89991 ,2020-06-01
6630,cs, 30732 ,2020-06-01
6631,cd, 137478 ,2020-06-02
6632,wh, 69712 ,2020-06-02
6633,cq, 152003 ,2020-06-02
6634,bj, 92275 ,2020-06-02
6635,sz, 43273 ,2020-06-02
6636,sh, 58929 ,2020-06-02
6637,gz, 73176 ,2020-06-02
6638,hz, 69606 ,2020-06-02
6639,lf, 23586 ,2020-06-02
6640,xm, 29896 ,2020-06-02
6641,zz, 108000 ,2020-06-02
6642,hf, 68225 ,2020-06-02
6643,nj, 89983 ,2020-06-02
6644,cs, 31351 ,2020-06-02
6645,cd, 137604 ,2020-06-03
6646,wh, 70391 ,2020-06-03
6647,cq, 151951 ,2020-06-03
6648,bj, 92276 ,2020-06-03
6649,sz, 43039 ,2020-06-03
6650,sh, 58787 ,2020-06-03
6651,gz, 73271 ,2020-06-03
6652,hz, 69677 ,2020-06-03
6653,lf, 23673 ,2020-06-03
6654,xm, 29958 ,2020-06-03
6655,zz, 108245 ,2020-06-03
6656,hf, 68917 ,2020-06-03
6657,nj, 89995 ,2020-06-03
6658,cs, 31991 ,2020-06-03
6659,cd, 137559 ,2020-06-04
6660,wh, 70933 ,2020-06-04
6661,cq, 152337 ,2020-06-04
6662,bj, 92504 ,2020-06-04
6663,sz, 43280 ,2020-06-04
6664,sh, 58868 ,2020-06-04
6665,gz, 73562 ,2020-06-04
6666,hz, 70188 ,2020-06-04
6667,lf, 23784 ,2020-06-04
6668,xm, 30018 ,2020-06-04
6669,zz, 108280 ,2020-06-04
6670,hf, 69379 ,2020-06-04
6671,nj, 90138 ,2020-06-04
6672,cs, 32287 ,2020-06-04
6673,cd, 138174 ,2020-06-05
6674,wh, 71471 ,2020-06-05
6675,cq, 152542 ,2020-06-05
6676,bj, 92837 ,2020-06-05
6677,sz, 43664 ,2020-06-05
6678,sh, 59165 ,2020-06-05
6679,gz, 73677 ,2020-06-05
6680,hz, 70368 ,2020-06-05
6681,lf, 23985 ,2020-06-05
6682,xm, 30121 ,2020-06-05
6683,zz, 108333 ,2020-06-05
6684,hf, 69032 ,2020-06-05
6685,nj, 89938 ,2020-06-05
6686,cs, 32542 ,2020-06-05
6687,cd, 138269 ,2020-06-06
6688,wh, 71984 ,2020-06-06
6689,cq, 152853 ,2020-06-06
6690,bj, 92719 ,2020-06-06
6691,sz, 43667 ,2020-06-06
6692,sh, 59163 ,2020-06-06
6693,gz, 73921 ,2020-06-06
6694,hz, 70528 ,2020-06-06
6695,lf, 24097 ,2020-06-06
6696,xm, 30146 ,2020-06-06
6697,zz, 108555 ,2020-06-06
6698,hf, 69217 ,2020-06-06
6699,nj, 90189 ,2020-06-06
6700,cs, 32668 ,2020-06-06
6701,cd, 138225 ,2020-06-07
6702,wh, 72065 ,2020-06-07
6703,cq, 152928 ,2020-06-07
6704,bj, 92638 ,2020-06-07
6705,sz, 43272 ,2020-06-07
6706,sh, 59117 ,2020-06-07
6707,gz, 73957 ,2020-06-07
6708,hz, 70211 ,2020-06-07
6709,lf, 24143 ,2020-06-07
6710,xm, 30148 ,2020-06-07
6711,zz, 108652 ,2020-06-07
6712,hf, 69140 ,2020-06-07
6713,nj, 90194 ,2020-06-07
6714,cs, 32720 ,2020-06-07
6715,cd, 137832 ,2020-06-11
6716,wh, 73038 ,2020-06-11
6717,cq, 153530 ,2020-06-11
6718,bj, 92759 ,2020-06-11
6719,sz, 43510 ,2020-06-11
6720,sh, 59063 ,2020-06-11
6721,gz, 74401 ,2020-06-11
6722,hz, 71360 ,2020-06-11
6723,lf, 24636 ,2020-06-11
6724,xm, 30214 ,2020-06-11
6725,zz, 108896 ,2020-06-11
6726,hf, 69891 ,2020-06-11
6727,nj, 90462 ,2020-06-11
6728,cs, 32562 ,2020-06-11
6729,cd, 138255 ,2020-06-13
6730,wh, 73685 ,2020-06-13
6731,cq, 154105 ,2020-06-13
6732,bj, 92876 ,2020-06-13
6733,sz, 43781 ,2020-06-13
6734,sh, 59101 ,2020-06-13
6735,gz, 74696 ,2020-06-13
6736,hz, 71682 ,2020-06-13
6737,lf, 24886 ,2020-06-13
6738,xm, 30290 ,2020-06-13
6739,zz, 109236 ,2020-06-13
6740,hf, 70072 ,2020-06-13
6741,nj, 90704 ,2020-06-13
6742,cs, 32889 ,2020-06-13
6743,cd, 138222 ,2020-06-14
6744,wh, 73680 ,2020-06-14
6745,cq, 154142 ,2020-06-14
6746,bj, 92814 ,2020-06-14
6747,sz, 43504 ,2020-06-14
6748,sh, 59040 ,2020-06-14
6749,gz, 74692 ,2020-06-14
6750,hz, 71351 ,2020-06-14
6751,lf, 24895 ,2020-06-14
6752,xm, 30286 ,2020-06-14
6753,zz, 109318 ,2020-06-14
6754,hf, 69634 ,2020-06-14
6755,nj, 90691 ,2020-06-14
6756,cs, 32883 ,2020-06-14
6757,cd, 138089 ,2020-06-15
6758,wh, 73299 ,2020-06-15
6759,cq, 154355 ,2020-06-15
6760,bj, 92766 ,2020-06-15
6761,sz, 43420 ,2020-06-15
6762,sh, 58835 ,2020-06-15
6763,gz, 74825 ,2020-06-15
6764,hz, 71591 ,2020-06-15
6765,lf, 25053 ,2020-06-15
6766,xm, 30329 ,2020-06-15
6767,zz, 108350 ,2020-06-15
6768,hf, 69841 ,2020-06-15
6769,nj, 90733 ,2020-06-15
6770,cs, 29501 ,2020-06-15
6771,cd, 137911 ,2020-06-17
6772,wh, 74258 ,2020-06-17
6773,cq, 154878 ,2020-06-17
6774,bj, 92787 ,2020-06-17
6775,sz, 42657 ,2020-06-17
6776,sh, 58421 ,2020-06-17
6777,gz, 74749 ,2020-06-17
6778,hz, 72300 ,2020-06-17
6779,lf, 25220 ,2020-06-17
6780,xm, 30375 ,2020-06-17
6781,zz, 111562 ,2020-06-17
6782,hf, 70269 ,2020-06-17
6783,nj, 90601 ,2020-06-17
6784,cs, 32693 ,2020-06-17
6785,cd, 137029 ,2020-06-18
6786,wh, 74717 ,2020-06-18
6787,cq, 155249 ,2020-06-18
6788,bj, 92930 ,2020-06-18
6789,sz, 43325 ,2020-06-18
6790,sh, 58590 ,2020-06-18
6791,gz, 75034 ,2020-06-18
6792,hz, 72733 ,2020-06-18
6793,lf, 25356 ,2020-06-18
6794,xm, 30423 ,2020-06-18
6795,zz, 111904 ,2020-06-18
6796,hf, 70611 ,2020-06-18
6797,nj, 90865 ,2020-06-18
6798,cs, 32888 ,2020-06-18
6799,cd, 137839 ,2020-06-21
6800,wh, 75407 ,2020-06-21
6801,cq, 156561 ,2020-06-21
6802,bj, 92911 ,2020-06-21
6803,sz, 43199 ,2020-06-21
6804,sh, 58580 ,2020-06-21
6805,gz, 75268 ,2020-06-21
6806,hz, 72832 ,2020-06-21
6807,lf, 25745 ,2020-06-21
6808,xm, 30524 ,2020-06-21
6809,zz, 112221 ,2020-06-21
6810,hf, 70945 ,2020-06-21
6811,nj, 91345 ,2020-06-21
6812,cs, 33202 ,2020-06-21
6813,cd, 137802 ,2020-06-22
6814,wh, 74766 ,2020-06-22
6815,cq, 156550 ,2020-06-22
6816,bj, 92874 ,2020-06-22
6817,sz, 43028 ,2020-06-22
6818,sh, 58537 ,2020-06-22
6819,gz, 75257 ,2020-06-22
6820,hz, 72816 ,2020-06-22
6821,lf, 25742 ,2020-06-22
6822,xm, 30510 ,2020-06-22
6823,zz, 110959 ,2020-06-22
6824,hf, 70545 ,2020-06-22
6825,nj, 91335 ,2020-06-22
6826,cs, 33201 ,2020-06-22
6827,cd, 137724 ,2020-06-23
6828,wh, 75242 ,2020-06-23
6829,cq, 156482 ,2020-06-23
6830,bj, 92805 ,2020-06-23
6831,sz, 42892 ,2020-06-23
6832,sh, 58399 ,2020-06-23
6833,gz, 74852 ,2020-06-23
6834,hz, 73172 ,2020-06-23
6835,lf, 25782 ,2020-06-23
6836,xm, 30486 ,2020-06-23
6837,zz, 111533 ,2020-06-23
6838,hf, 70024 ,2020-06-23
6839,nj, 91394 ,2020-06-23
6840,cs, 31520 ,2020-06-23
6841,cd, 137500 ,2020-06-25
6842,wh, 75708 ,2020-06-25
6843,cq, 156804 ,2020-06-25
6844,bj, 92872 ,2020-06-25
6845,sz, 42719 ,2020-06-25
6846,sh, 57994 ,2020-06-25
6847,gz, 75193 ,2020-06-25
6848,hz, 73713 ,2020-06-25
6849,lf, 25941 ,2020-06-25
6850,xm, 30475 ,2020-06-25
6851,zz, 111642 ,2020-06-25
6852,hf, 71214 ,2020-06-25
6853,nj, 91506 ,2020-06-25
6854,cs, 33033 ,2020-06-25
6855,cd, 137601 ,2020-06-26
6856,wh, 75422 ,2020-06-26
6857,cq, 157158 ,2020-06-26
6858,bj, 92813 ,2020-06-26
6859,sz, 42633 ,2020-06-26
6860,sh, 58111 ,2020-06-26
6861,gz, 75470 ,2020-06-26
6862,hz, 73300 ,2020-06-26
6863,lf, 26050 ,2020-06-26
6864,xm, 30496 ,2020-06-26
6865,zz, 111261 ,2020-06-26
6866,hf, 70726 ,2020-06-26
6867,nj, 91721 ,2020-06-26
6868,cs, 33083 ,2020-06-26
6869,cd, 137990 ,2020-07-02
6870,wh, 77117 ,2020-07-02
6871,cq, 158317 ,2020-07-02
6872,bj, 92525 ,2020-07-02
6873,sz, 41985 ,2020-07-02
6874,sh, 57812 ,2020-07-02
6875,gz, 75985 ,2020-07-02
6876,hz, 74948 ,2020-07-02
6877,lf, 26607 ,2020-07-02
6878,xm, 30651 ,2020-07-02
6879,zz, 112323 ,2020-07-02
6880,hf, 71633 ,2020-07-02
6881,nj, 92108 ,2020-07-02
6882,cs, 33257 ,2020-07-02
6883,cd, 138204 ,2020-07-03
6884,wh, 77082 ,2020-07-03
6885,cq, 158749 ,2020-07-03
6886,bj, 92595 ,2020-07-03
6887,sz, 41779 ,2020-07-03
6888,sh, 57809 ,2020-07-03
6889,gz, 75946 ,2020-07-03
6890,hz, 74802 ,2020-07-03
6891,lf, 26713 ,2020-07-03
6892,xm, 30653 ,2020-07-03
6893,zz, 110698 ,2020-07-03
6894,hf, 71428 ,2020-07-03
6895,nj, 92317 ,2020-07-03
6896,cs, 33360 ,2020-07-03
6897,cd, 138352 ,2020-07-05
6898,wh, 77604 ,2020-07-05
6899,cq, 159291 ,2020-07-05
6900,bj, 92581 ,2020-07-05
6901,sz, 41420 ,2020-07-05
6902,sh, 57816 ,2020-07-05
6903,gz, 76369 ,2020-07-05
6904,hz, 74516 ,2020-07-05
6905,lf, 26862 ,2020-07-05
6906,xm, 30719 ,2020-07-05
6907,zz, 112134 ,2020-07-05
6908,hf, 71659 ,2020-07-05
6909,nj, 92584 ,2020-07-05
6910,cs, 33539 ,2020-07-05
6911,cd, 138207 ,2020-07-07
6912,wh, 77109 ,2020-07-07
6913,cq, 158993 ,2020-07-07
6914,bj, 92440 ,2020-07-07
6915,sz, 40874 ,2020-07-07
6916,sh, 57632 ,2020-07-07
6917,gz, 75912 ,2020-07-07
6918,hz, 74587 ,2020-07-07
6919,lf, 26970 ,2020-07-07
6920,xm, 30759 ,2020-07-07
6921,zz, 111537 ,2020-07-07
6922,hf, 70545 ,2020-07-07
6923,nj, 92563 ,2020-07-07
6924,cs, 31734 ,2020-07-07
6925,cd, 138332 ,2020-07-08
6926,wh, 77765 ,2020-07-08
6927,cq, 159186 ,2020-07-08
6928,bj, 92415 ,2020-07-08
6929,sz, 40544 ,2020-07-08
6930,sh, 57599 ,2020-07-08
6931,gz, 76224 ,2020-07-08
6932,hz, 74610 ,2020-07-08
6933,lf, 27017 ,2020-07-08
6934,xm, 30746 ,2020-07-08
6935,zz, 112059 ,2020-07-08
6936,hf, 71660 ,2020-07-08
6937,nj, 92630 ,2020-07-08
6938,cs, 26459 ,2020-07-08
6939,cd, 137948 ,2020-07-09
6940,wh, 78306 ,2020-07-09
6941,cq, 159348 ,2020-07-09
6942,bj, 92750 ,2020-07-09
6943,sz, 40835 ,2020-07-09
6944,sh, 57818 ,2020-07-09
6945,gz, 76468 ,2020-07-09
6946,hz, 75138 ,2020-07-09
6947,lf, 27221 ,2020-07-09
6948,xm, 30834 ,2020-07-09
6949,zz, 112291 ,2020-07-09
6950,hf, 72256 ,2020-07-09
6951,nj, 92651 ,2020-07-09
6952,cs, 27029 ,2020-07-09
6953,cd, 137949 ,2020-07-10
6954,wh, 77466 ,2020-07-10
6955,cq, 158813 ,2020-07-10
6956,bj, 92719 ,2020-07-10
6957,sz, 40308 ,2020-07-10
6958,sh, 57814 ,2020-07-10
6959,gz, 76486 ,2020-07-10
6960,hz, 74287 ,2020-07-10
6961,lf, 26352 ,2020-07-10
6962,xm, 30838 ,2020-07-10
6963,zz, 110812 ,2020-07-10
6964,hf, 71454 ,2020-07-10
6965,nj, 92728 ,2020-07-10
6966,cs, 27028 ,2020-07-10
6967,cd, 138281 ,2020-07-12
6968,wh, 78619 ,2020-07-12
6969,cq, 159252 ,2020-07-12
6970,bj, 92894 ,2020-07-12
6971,sz, 40041 ,2020-07-12
6972,sh, 57747 ,2020-07-12
6973,gz, 76629 ,2020-07-12
6974,hz, 74912 ,2020-07-12
6975,lf, 27151 ,2020-07-12
6976,xm, 30871 ,2020-07-12
6977,zz, 112054 ,2020-07-12
6978,hf, 72225 ,2020-07-12
6979,nj, 93001 ,2020-07-12
6980,cs, 27161 ,2020-07-12
